,link,timestamp,title,text,classification
10,https://www.boatos.org/mundo/nao-havera-mais-regresso-normalidade-viviamos.html,2021-01-06 17:18:37-03:00,Não haverá mais regresso à normalidade que vivíamos ,,1
11,https://www.boatos.org/politica/joao-doria-fechou-ceasa-ceagesp-caminhoneiros-jogaram-comida-fora.html,2021-01-06 15:32:12-03:00,"João Doria fechou o Ceasa (Ceagesp), em São Paulo "," Olha aí o que o João Doria fez. Dá uma olhada aí. Tá considerado já o maior crime que um governador cometeu no mundo. Mandou fechar o Ceasa, os caminhoneiro revoltado, tão jogando nas marginais no meio da rua toda a produção. Olha só. Olha isso. Parabéns João Doria. Parabéns João Doria. Cadê o Ministério Público para criminalizar esse governador irresponsável. Veja isso. Isso é uma crime na humanidade. Isso é um crime. Cadê as autoridades pra prender o João Doria. Nós queremos a cabeça desse maldito governador. O pior governador que São Paulo já teve. Olha aí.  Compartilhe esse vídeo e você que tá aí em casa. Saia, saia pra rua. Segunda-feira, todos os comerciantes volte a trabalhar senão esse país vai quebrar. Já está sendo considerado o maior crime que um governador cometeu no mundo. Olha o tanto de alimento jogado fora. E os caminhoneiros… tá estragando aqui no caminhão. Governador João Doria fechou o Ceasa. Aí, ó.Olha o que tá acontecendo no Brasil, aí ó brasileiro. Parabéns brasileiro. Fica em casa. Vai faltar comida na sua casa miserável.",1
12,https://www.boatos.org/saude/todos-tomado-ivermectina-imuniza-mais-vacina-pandemia-teria-acabado.html,2021-01-06 13:51:41-03:00,"Se todos tivessem tomado ivermectina, que imuniza mais do que vacina, pandemia teria acabado ",,1
13,https://www.boatos.org/entretenimento/faustao-internado-uti-causa-covid-19.html,2021-01-05 20:25:02-03:00,Faustão foi internado na UTI por causa da Covid-19 ,"  Apresentador Faustão está internado na UTI em São Paulo Faustão tem complicações de coronavírus e é internado em UTI de hospital às pressas  EXCLUSIVO: Apresentador Faustão está internado na UTI A coluna obteve a informação com exclusividade A coluna obteve com exclusividade a informação que o apresentador Faustão está internado na UTI do hospital Albert Einstein em São Paulo. Não conseguimos ainda saber o motivo da internação, mas a suspeita é que seja devido a complicações de COVID-19  FAUSTÃO ESTÁ EM UTI DE SÃO PAULO DEVIDO A COMPLICAÇÕES DA COVID-19",1
14,https://www.boatos.org/saude/video-nao-devemos-ter-esperanca-vacina.html,2021-01-05 00:13:00-03:00,"Vídeo mostra que ""não devemos ter esperança nas vacinas"" ",,1
15,https://www.boatos.org/entretenimento/caetano-bethania-martnalia-regina-case-reveillon-2021.html,2021-01-04 16:49:13-03:00,"Caetano, Bethânia, Mart'nalia e Regina Casé dançam em festa de réveillon 2021 ", ,1
16,https://www.boatos.org/entretenimento/caetano-bethania-martnalia-regina-case-reveillon-2021.html,2021-01-04 16:49:13-03:00,"Caetano, Bethânia, Mart'nalia e Regina Casé dançam em festa de réveillon 2021 "," *Mart’nalia, Regina Casé, Caetano Veloso, Maria Bethânia, etc. sem máscara, aglomerados? Mas, péra, são da globo, eles podem!* ",1
17,https://www.boatos.org/entretenimento/caetano-bethania-martnalia-regina-case-reveillon-2021.html,2021-01-04 16:49:13-03:00,"Caetano, Bethânia, Mart'nalia e Regina Casé dançam em festa de réveillon 2021 "," Caetano Rouanet Veloso, Regina Casé, Betânia, filha de Martinho da Vila e outras dezenas de artistas em festa de réveillon, TODOS SEM DISTANCIAMENTO E SEM MÁSCARAS. ",1
18,https://www.boatos.org/entretenimento/caetano-bethania-martnalia-regina-case-reveillon-2021.html,2021-01-04 16:49:13-03:00,"Caetano, Bethânia, Mart'nalia e Regina Casé dançam em festa de réveillon 2021 "," Quando sua casa for invadida pela polícia, por causar aglomeração, lembre-se que na casa do Caetano Veloso as festas estão liberadas ! Será que a extrema imprensa vai divulgar essa bandalheira descarada ? Canalhas hipócritas ! ",1
19,https://www.boatos.org/entretenimento/caetano-bethania-martnalia-regina-case-reveillon-2021.html,2021-01-04 16:49:13-03:00,"Caetano, Bethânia, Mart'nalia e Regina Casé dançam em festa de réveillon 2021 ", Kd a máscara?? Kkkkkkkkk Alooooo FANTÁSTICO?? JORNAL NACIONAL?? SEUS HIPÓCRITAS DE PLANTÃO… GAL…REGINA CASÉ…MARTINALIA…CAETANO…ENTRE OUTROS …TODOS COMEMORANDO A PASSAGEM DO ANO… ESSA É A TURMA DO ELE NÃO… ,1
20,https://www.boatos.org/entretenimento/caetano-bethania-martnalia-regina-case-reveillon-2021.html,2021-01-04 16:49:13-03:00,"Caetano, Bethânia, Mart'nalia e Regina Casé dançam em festa de réveillon 2021 "," Olha que legal o réveillon na Bahia festejando 2021. Galera boa Regina Casé, Caetano Veloso, Maria Bethânia, Martinália filha do Martinho da vila e adjacências. Parabéns sem medo da peste chinesa. Festão do covidão! ",1
21,https://www.boatos.org/entretenimento/caetano-bethania-martnalia-regina-case-reveillon-2021.html,2021-01-04 16:49:13-03:00,"Caetano, Bethânia, Mart'nalia e Regina Casé dançam em festa de réveillon 2021 "," Engraçado, isso pode, né? Por que a *Globo* não vai reclamar pela falta de máscaras e aglomerações? Só não pode, quando é o Bolsonaro. Gente hipócrita! Bethania, Caetano, Regina Casé, Martinália e outros… meu repúdio!",1
22,https://www.boatos.org/mundo/argentina-vacinou-duas-vezes-mesmo-homem-contra-a-covid-19.html,2021-01-03 14:32:49-03:00,Argentina vacinou duas vezes o mesmo homem contra a Covid-19 ," Argentina de novo marcando tendência mundial. Vacinando duas vezes o mesmo cara. Chupa essa, Mundo. Acho que ninguém queria ser vacinado, vacinaram duas vezes só pra fotos, ou Gostou de ser penetrado!",1
23,https://www.boatos.org/saude/china-descarta-coronavac-anvisa-fora-padrao.html,2021-01-03 13:26:36-03:00,China descarta Coronavac e Anvisa diz que fábrica da Sinovac está fora do padrão ,,1
24,https://www.boatos.org/saude/soro-instituto-vital-brazil-100-cura-covid-19.html,2021-01-03 12:49:21-03:00,Soro do Instituto Vital Brazil tem 100% de cura da Covid-19 ," Viva!! Até que enfim uma boa notícia, o Instituto Vital Brazil achou a cura da Covid, em seu estágio inicial, com tratamento a base de plasma eqüino, que produz anticorpos 100 vezes mais potentes do que o humano, eficácia de 100% na cura, parabéns, Brasil.",1
25,https://www.boatos.org/mundo/kamala-harris-seringa-falsa-tomar-vacina-contra-covid-19.html,2021-01-03 00:46:45-03:00,Kamala Harris usou seringa falsa para tomar vacina da Covid-19 ," Kamala Harris fingindo tomar vacina E você vai tomar ?!  FINGIMENTO PURO. QUEM QUISER QUE TOME Tudo uma grande farsa! Kamala Harris, vice-presidente eleita dos Estados Unidos, fingindo estar tomando a vacina. A agulha dobra!  Por que o povo que quer tanto que você tome a vacina, não toma? O que está por trás disso tudo? No vídeo a vice presidente fraudada dos EUA, Kamala Harris.  “Essa vacina que a Kamala Harris tomou, eu também tomaria numa boa.” Agulha DOBRÁVEL???",1
26,https://www.boatos.org/saude/vacinas-aplicadas-com-seringas-sem-agulha.html,2021-01-02 15:18:40-03:00,Vacinas estão sendo aplicadas com seringas sem agulha ," ATENÇÃO BRASIL, VEJAM ISSO, EU ESTOU VENDO UMA SIMULAÇÃO! ME PARECE QUE NEM TEM AGULHA, MUITO MENOS LÍQUIDO EU CONSIGO VER O REAL DA COISA. QUÊ COISA MAIS LOUCO É ISSO!!.  Cadê a gulha? Me engana que eu gosto  Se nem eles tem coragem de tomar a vacina chinesa imagina eu  Mais uma V4C1N4 aplicada com sucesso! Sem agulha e sem movimento do embolo da seringa.",1
27,https://www.boatos.org/politica/radio-band-soltou-bomba-washington-post-doria-china.html,2021-01-01 14:13:21-03:00,"Rádio Band soltou bomba sobre Washington Post, Doria e China "," […] Denúncia gravíssima do Washington Post que fala aqui, é citado nominalmente o governador João Doria. Ele é citado, nominalmente, como um dos possíveis financiadores, ou seja, os milhões de dólares que mandaram para a China, em 2019, amigo, quando ainda não se conhecida o coronavírus.  Lá pelo sétimo, oitavo parágrafo, fala que a Sinovac, a vacina da Sinovac, tátátá, que oficialmente Brasil e Indonésia, que não nações populosas, o Brasil na América Latina e a Indonésia na África, Ásia, Sul da Ásia, teriam a aprovação dessa vacina em algumas semanas. E aí ele citam. No Brasil, o governador de São Paulo João Doria, está pedindo e patrocinando os testes da vacina e coisa tal, tátátá.  Resumindo: a China não quer essa vacina. A China está desenvolvendo uma vacina com o laboratório Cansino em parceria com o Instituto de Pesquisa Militar. Essa vai ser a vacina chinesa. A outra vacina que está sendo avaliada pelo governo chinês é a vacina Moderna e a vacina da Pfizer/Biontech. São as vacinas que os chineses estão avaliando. A vacina Coronavac sequer está sendo avaliada na China.  E, repetindo, o laboratório Sinovac está com seríssimos problemas e proibido de operar na China. Ele tem a sede nas Ilhas Cayman. Amigo, mais escancarado do que isso, para quem quiser saber, acesse a página do jornal Washington Post, a data é do dia 04/12 desse ano, onde está a matéria completa. […]",1
28,https://www.boatos.org/saude/ceo-pfizer-disse-nao-vai-tomar-vacina-contra-covid-19.html,2021-01-01 13:31:00-03:00,CEO da Pfizer disse que não vai tomar a vacina contra Covid-19 ," “A vacina da Pfizer já está sendo aplicada nos Estados Unidos da América, e causado efeitos colaterais como paralisia de bell e reações alérgicas. Entre várias polêmicas, também é publico que a vacina Pfizer foi construída em conjunto com o laboratório BIONTECH, um laboratório Alemão, cujo os donos são Turcos, mas que também possuem ligações esquisitas com a China […]. Olhando todos esses fatos fica fácil entender porquê nem o próprio CEO quer tomar a vacina, mas você é obrigado tomar, segundo o STF. Você vai tomar?",1
29,https://www.boatos.org/saude/ceo-pfizer-disse-nao-vai-tomar-vacina-contra-covid-19.html,2021-01-01 13:31:00-03:00,CEO da Pfizer disse que não vai tomar a vacina contra Covid-19 ,,1
30,https://www.boatos.org/mundo/homem-morreu-ataque-cardiaco-israel-causa-vacina-covid-19.html,2020-12-30 13:02:14-03:00,Homem morreu de ataque cardíaco em Israel por causa da vacina contra Covid-19 ,,1
31,https://www.boatos.org/mundo/kiwi-testa-positivo-covid-19-prova-pandemia-farsa.html,2020-12-29 11:51:17-03:00,"Kiwi que ""testa positivo"" para Covid-19 é a prova que pandemia é uma farsa "," “A maior fraude da humanidade. Muitos estão contaminados, mas muitos nunca tiveram essa doença.. Testes chineses dão positivo até para frutas. Sorria, VOCÊ está sendo enganado! Veja só, cientistas italianos usam o “teste SARSCOV2” rápido de antígeno de fluxo lateral em um kiwi: deu kiwi positivo. A China faturou bilhões vendendo ao mundo essa fraude",1
32,https://www.boatos.org/mundo/kiwi-testa-positivo-covid-19-prova-pandemia-farsa.html,2020-12-29 11:51:17-03:00,"Kiwi que ""testa positivo"" para Covid-19 é a prova que pandemia é uma farsa ",,1
33,https://www.boatos.org/entretenimento/walter-moinho-pintura-a-vida-em-2022-previa-pessoas-isoladas.html,2020-12-25 12:53:03-03:00,"Walter Moinho fez pintura ""A vida em 2022"" que previa pessoas isoladas ",,1
34,https://www.boatos.org/saude/vacina-covid-19-vendida-camelos-madureira-rio.html,2020-12-24 10:26:24-03:00,"Vacina contra Covid-19 é vendida por camelôs em Madureira, no Rio "," “Tirei e recoloquei meus óculos de leitura por 5x, pessoal! No meu país, Madureira, os camelôs já estão vendendo a vacina pra combater o Covid-19.. Um galo e se quiser já sair com ela aplicada, paga 60 merréis! NASA é o caralho, porra! Nós somos os ‘inestudáveis’.. EU AMO O MEU PAÍS!!!",1
35,https://www.boatos.org/saude/vacina-covid-19-vendida-camelos-madureira-rio.html,2020-12-24 10:26:24-03:00,"Vacina contra Covid-19 é vendida por camelôs em Madureira, no Rio ", “A vacina da covid 19 já está sendo vendida no camelô de Madureira. 50$,1
36,https://www.boatos.org/saude/vacina-covid-19-vendida-camelos-madureira-rio.html,2020-12-24 10:26:24-03:00,"Vacina contra Covid-19 é vendida por camelôs em Madureira, no Rio ",,1
37,https://www.boatos.org/mundo/associacao-americana-medicos-libera-hidroxicloroquina.html,2020-12-23 19:34:36-03:00,Associação Americana de Médicos (AMA) libera hidroxicloroquina para tratamento precoce contra Covid-19 ," Associação Médica Americana declara que retira as restrições contra Hidroxicloroquina e admite seus benefícios, liberando para uso em tratamentos precoces visto a quantidade de artigos científicos citando seus resultados positivos na dose correta.",1
38,https://www.boatos.org/mundo/prefeito-de-londres-finge-tomar-vacina-foto.html,2020-12-22 16:12:18-03:00,"Prefeito de Londres finge tomar vacina contra Covid-19, mostra foto "," Prefeito de Londres faz simulação de tomar vacina… enfermeiro não tira a tampa protetor da agulha… vai vendo aí  Claro que vão dizer que essa foto é fake, mas onde está a foto da agulha sendo inserida no músculo?",1
39,https://www.boatos.org/mundo/vacina-covid-19-112800-relatos-efeitos-colaterais-cdc.html,2020-12-22 13:19:12-03:00,"Vacina contra Covid-19 teve 112.800 relatos de efeitos colaterais, diz CDC "," “Saiu resumo oficial de 03 dias de vacinação nos Estados Unidos. 272.000 doses aplicadas até o dia 19/12. 112.800 relatos de efeitos colaterais. Mais de 3.000 ficaram incapacitados de realizar atividades diárias. Com 5% de efeitos colaterais, sendo 1% de efeitos graves, talvez  mande tanta gente quanto o vírus para os hospitais. Relatório oficial do CDC",1
40,https://www.boatos.org/mundo/vacina-covid-19-112800-relatos-efeitos-colaterais-cdc.html,2020-12-22 13:19:12-03:00,"Vacina contra Covid-19 teve 112.800 relatos de efeitos colaterais, diz CDC ",,1
41,https://www.boatos.org/mundo/vacina-contra-covid-19-infectou-pessoas-hiv-australia.html,2020-12-21 14:54:33-03:00,Vacina contra Covid-19 infectou pessoas com HIV na Austrália ," Apareceu HIV em uma das vacinas. História de falso positivo não acredito, pode ser positivo sim. A vacina que será comprada aqui para o Ceará é justamente dessa AstraZeneca…  Nesse vídeo os jornalistas estão dizendo que as pessoas que tomaram a vacina do covid na Austrália, contraíram HIV porque a vacina contém proteína de HIV mas a grande mídia e as mídias sociais estão censurando essa notícia.",1
42,https://www.boatos.org/saude/seringa-falsa-com-agulha-retratil-usada-vacinas-contra-covid-19.html,2020-12-20 15:03:41-03:00,Seringa falsa com agulha retrátil está sendo usada em vacinas contra Covid-19 ,,1
43,https://www.boatos.org/mundo/tiffany-dover-enfermeira-desmaiou-tomar-vacina-morreu.html,2020-12-20 13:27:46-03:00,"Tiffany Dover, enfermeira que desmaiou após tomar vacina, morreu "," Tiffany Dover, enfermeira que passou mal ao tomar a vacina ao vivo nos EUA veio a óbito Eles estão silenciando a todos, mas a verdade é filha do tempo e como o sol. A enfermeira que tomou a vacina ao vivo nos EUA e 17 minutos depois desmaiou (19/12), hoje veio a óbito.   A enfermeira que tomou a vacina é desmaiou, FALECEU. Estão calando os familiares dela. A midia não vai postar nada sobre isso. Ela MORREU! Minhas condolências à família.  Morre Tiffany Pontes Dover, enfermeira que desmaiou logo após receber a vacina anti peste chinesa.",1
44,https://www.boatos.org/mundo/enfermeira-desmaiou-gravemente-causa-efeito-vacina-covid-19.html,2020-12-19 14:28:20-03:00,Enfermeira desmaiou gravemente por causa de efeito da vacina contra Covid-19 ," Falando da tal vacina. vejam o caso dessa enfermeira que acaba de tomar a vacina já passa mal e desmaia, boa sorte para você que vai tomar a vacina.  BOMBA GRAVÍSSIMO ENFERMEIRA NOS EUA DESMAIA APÓS TOMAR A VACINA",1
45,https://www.boatos.org/saude/stf-proibiu-vacinacao-obrigatoria-venezuelanos-pedido-psol-2018.html,2020-12-19 12:47:28-03:00,STF proibiu vacinação obrigatória para venezuelanos a pedido do PSOL em 2018 ," Pais sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos a se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima, ocorreu aquela gritaria de Psol e companhia, e o Stf impediu alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou sem vergonha na cara?? Pouco deve ser lembrado, mas o mesmo STF já proibiu a aplicação compulsória do insumo, em 2018, quando o Ministério da Saúde optou pela obrigatoriedade para vacinar venezuelanos que entravam no Brasil. O principal responsável pela decisão em 2018 foi o PSOL. Políticos da sigla fizeram diversas manifestações e ações para impedir que o povo oriundo da Venezuela fosse prevenido com o insumo contra o sarampo.",1
46,https://www.boatos.org/saude/coca-cola-testa-positivo-covid-19-testes-sao-falsos.html,2020-12-18 12:44:33-03:00,Coca-Cola que testa positivo para Covid-19 mostra como testes são falsos ," “Um parlamentar austríaco expôs a imperfeição dos testes COVID-1984 do governo, demonstrando no parlamento como um copo de Coca-Cola deu positivo para COVID-19. Em imagens da reunião em Viena na sexta-feira, o secretário-geral da FPO, Michael Schnedlitz, traz um copo de Coca-Cola ao pódio, de onde ele coleta gotas para usar em um teste rápido de antígeno sendo usado em grande escala. Depois de ir ao púlpito e iniciar seu discurso, o político borrifou algumas gotas de cola no teste rápido corona. Três minutos depois, o teste mostrou um resultado: Coca Cola era COVID-19 positivo. Depois de demonstrar um resultado positivo, Schnedlitz passa a considerar os testes um desperdício de recursos do contribuinte.",1
47,https://www.boatos.org/mundo/china-comprou-1-bilhao-vacinas-australia-nao-usar-coronavac.html,2020-12-17 17:09:58-03:00,China comprou 1 bilhão de vacinas da Austrália e não usará Coronavac ,,1
48,https://www.boatos.org/saude/medico-belgica-vacinas-nao-tem-comprovacao-mudam-dna-controlam-pessoas-5g.html,2020-12-17 15:19:21-03:00,"Médico da Bélgica está certo ao falar que vacinas não têm comprovação, mudam DNA e controlam pessoas pelo 5G "," “Meu nome é dr. Johan Denis, da Bélgica, a vacina corona não é comprovadamente segura ou eficaz. Não há emergência médica, é uma pandemia falsa. O coronavírus é, em termos de nocividade, mortalidade e transmissibilidade, comparável a uma temporada de gripe e eu posso apenas rejeitar o extremo, medidas desproporcionais que são tomadas pelo nosso governo. Não há emergência, a situação foi toda orquestrada para te fazer ficar com medo, o suficiente para tomar a vacina. Esta vacina não está provado que é seguro, tem sido desenvolvida muito rápido, não temos ideia quais serão os efeitos a longo prazo. Necessita-se muito mais investigação, sem pressa ou emergência. Isso pode, possivelmente, mudar o seu DNA, é irreversível e irreparável para todas as futuras gerações, um experimento na humanidade que eu nunca faria. Dê para mim meus pacientes ou meus entes queridos, não somos cobaias. Há nanotecnologia presente nesta vacina, nanobots em hidrogéis foram desenvolvidos para fins militares. Há fortes indícios de que poderia fazer você virar um fantoche controlável por meio de seu próprio smartphone conectado a uma rede 5G e inteligência artificial. Desta forma, você pode perder tudo isso que faz você humano. Então, por favor, informe-se bem antes de decidir. Muita informação útil pode ser encontrada no site de Robert Kennedy. Eu abençoo todos vocês",1
49,https://www.boatos.org/saude/medico-belgica-vacinas-nao-tem-comprovacao-mudam-dna-controlam-pessoas-5g.html,2020-12-17 15:19:21-03:00,"Médico da Bélgica está certo ao falar que vacinas não têm comprovação, mudam DNA e controlam pessoas pelo 5G ",,1
50,https://www.boatos.org/mundo/26-idosos-tomaram-vacina-contra-covid-19-reino-unido-morreram.html,2020-12-16 16:11:48-03:00,26 idosos que tomaram vacina contra Covid-19 no Reino Unido morreram ,"  BOMBÁSTICO Idosos tomando vacina do COVID 19 no Reino Unido estão falecendo de 28 vacinados 26 morreram 2 dias depois de ter tomado a vacina. Genocídio em massa ÁUDIO ABAIXO CONFIRMANDO. Os efeitos adversos de doenças irreversíveis serão sentidos em alguns meses. Não significa que os óbitos não podem começar instantaneamente. Luciana. Eles vacinaram várias idosos. Desde segunda-feira até agora, eles estão vacinando todos os idosos. E aí, o que que aconteceu: tem muitos idosos morrendo dois dias depois, um dia depois da vacina. E aí, os parentes dos idosos foram protestar, foram tirar satisfação porque que eles morreram porque que os idosos estão morrendo. Só que só num asilo, com 28 residentes, 26 morreram e ficaram só dois. Só para você ter ideia. E os parentes, tá tudo reclamando. Entende? Tem gente que não acredita que essa vacina é para matar. Tem gente que pensa que essa vacina é para ajudar. E até os que pensam que é para ajudar, estão, agora, estão ficando desconfiado porque, tiraram, tomou a vacina, foram vacinado e morreram. E o pior de tudo é que eles não tão deixando os parente ver os corpos. Eles tão embalando os corpos, deve ser tipo aquela foto que você mandou, e eles são proibidos de verem os corpos, a família. E eles pegam os corpos e levam pá um lugar que ninguém sabe e dizem que não pode por causa de contaminação. Olha onde chegamos.",1
51,https://www.boatos.org/saude/coronavirus-h1n1-hiv-vacina-chip-plasma-reduzir-populacao.html,2020-12-16 13:19:22-03:00,Covid-19 é H1N1 + HIV e vacina terá chip de plasma para reduzir população ,,1
