,link,datePublished,dateModified,title,text,linkImage,classification
10,https://www.saude.gov.br/component/content/article/1361-fake-news/46654-beber-agua-de-15-em-15-minutos-cura-o-coronavirus-e-fake-news,2020-04-03 16:00:03,2020-04-03 16:00:03,Beber água de 15 em 15 minutos cura o coronavírus ,"*Repassando: ** Um médico infectologista disse que a mídia só fala sobre lavar bem as mãos, usar álcool em gel, não levar as mãos aos olhos, à boca, etc. Mas um fator importante para não contrair o vírus é beber água de 15 em 15 min, não precisa serh um copo cheio, mas pra molhar a garganta. E por onde for andar levar uma garrafa de água. Por quê? Porque ao molhar a garganta se o vírus vier, ele vai direto para o estômago, e não há bact a ou vírus algum que recieta a0 suco gástrico. Se a garganta estiver seca, o virus vai para o esôfago e depois para levado várias pessoas a óbito. Por favor, repassem essa inform as, onde ocorr irar. O que tem DA ISTO É FAKE NEWS! FALSA Porquele falSOR Mutas pesquisas estao sendo desenvolvidas para o combate ao- Goronavirusi(COVID19) entretanto ate oomento nao ha nenhum medicamento substanda vitamina alimento especifico ourvacina lque possalprevenina inteccaofeelo coronavirus (COVID 19) ADVERYE MINISTERIO ",https://www.saude.gov.br/images/jpg/2020/April/03/fake3.jpg,1
11,https://www.saude.gov.br/component/content/article/1361-fake-news/46653-russia-anuncia-cura-para-coronavirus-e-fake-news,2020-04-03 15:57:40,2020-04-03 15:57:40,Rússia anuncia cura para coronavírus ,"ASADDE AD GABRIEL MONTEIRO ISTO É FAKE NEWS! FALSA URGENTE Rússia anuncia que Griou a cura para Coronavírus. Muitas pesauisas estãoi sendo desenvolvidas parao! combate ao coronavirus VaCOVID 19) entretanto, ate O momentonao ha nenhumn medicamentor substancia, Vitaminaalimento especifico otu vacina que possa prevenir ainfeccadipelolcoronavirus GOVID 19) ADVERTE INISTERIO ",https://www.saude.gov.br/images/jpg/2020/April/03/fake2.jpg,1
12,https://www.saude.gov.br/component/content/article/1361-fake-news/46652-cha-de-limao-com-bicarbonato-quente-cura-coronavirus-e-fake-news,2020-04-03 15:55:47,2020-04-03 15:55:47,Chá de limão com bicarbonato quente cura coronavírus ,"ISRAEL Resposta para C19 A cura para o vírus C19 ou a maneira de eliminá-lo foi alcançada. As informações vêm de Israel, este vírus não causou nenhuma morte i* A receita é simples * 1. * Limão * O 2. * Bicarbonato * 0 Misture e beba como chá quente - toda tarde, a ação do limão com bicarbonato de sódio mais quente - mata imediatamente o vírus - elimina-o completamente do corpo. Esses dois componentes alcalinizam o sistema fimunológico, pois quando a noite cai, o sistema se torna ácido e as defesas mais baixas. É por isso que o povo de Israel está relaxado com esse vírus. Todo mundo em Israel bebe um copo de água quente com limão e um po įcompartilho com toda a * Por fave icarbonato de sódio à noite, pois isso comprovadamente mata o vírus. Eu o ia e amigos, para que nenhum de nós pegue o vírus. Deixo com seus critérios. ne te * IRISTRRIO DA SAUDEA POrque etalso Ateomomentoinãohanehhumimedicamento, Substancavitemtna alimentoespecitico.ou Vacina que possa prevenira infeccao.pelo. GOFonavirus COVID 19 ISTO É FAKE roim tr NEWS! STA ",https://www.saude.gov.br/images/jpg/2020/April/03/fake1.jpg,1
13,https://www.saude.gov.br/component/content/article/1361-fake-news/46627-audio-do-ministro-da-saude-sobre-o-pico-de-infeccao-do-coronavirus-e-fake-news,2020-03-31 10:28:16,2020-03-31 10:28:16,Áudio do ministro da Saúde sobre o pico de infecção do coronavírus ,"MANDETTA MINIS RO DA SAÚDE BAISTERKO DA SAUDDEA ISTO É FAKE NEWS! Por que é falso? A fala nãe é da minicre da Sadde, Lutz Henrigue Mandetta, e explicou em euwsta obletV (22/03) (ue cic enva udio sm cativos de tmaT sagm A comumnitcaçãe com a população é iAita nos CErais do Ministérto da Saúde. pviste obletive(22/03) que rãe enwia áudto am ESTA NOTICIA É FALSA - RÃO DIVILGUS ",https://www.saude.gov.br/images/jpg/2020/marco/31/fake01.jpg,1
14,https://www.saude.gov.br/component/content/article/1361-fake-news/46588-ministro-da-saude-pede-para-compartilhar-audio-com-informacoes-do-coronavirus-e-fake-news,2020-03-23 13:44:55,2020-03-23 13:44:55,Ministro da Saúde pede para compartilhar áudio com informações do coronavírus ,ASDEADHERT ISTO É Encaminhada FAKE Ministro da Saúde Luiz Henrique Mandetta pede pra compartilhar pra todos. Essa semana é muito importante pra vencer o NEWS! Coronavirus. 20:11 Por que é falso? Encaminhada 0:58 20:11 Com a populagãe e a imprensa antnenisites celetvas. BRINISTERID ESTA NOTKIA ,https://www.saude.gov.br/images/jpg/2020/marco/23/fake14.jpg,1
15,https://www.saude.gov.br/component/content/article/1361-fake-news/46586-aplicativo-coronavirus-sus-do-governo-do-brasil-e-inseguro-e-fake-news,2020-03-23 13:43:22,2020-03-23 13:43:22,"Aplicativo Coronavírus-SUS, do Governo do Brasil, é inseguro ","A Encominhodo Caros amigos, recomendo fortemente: NÃO USEM O APLICATIVO ""CORONAVIRUS - SUS"" DO GOVERNO DO BRASIL O aplicativo pede a autorização de uma série de recursos que QUEBRAM A SUA PRIVACIDADE E SEGURANÇA DOS SEUS DADOS. Essas AUTORIZAÇÕES que o aplicativo pede incluem: - Ativar seu microfone; - Acessar arquivos no seu celular e EDITÁ-LOS: - Sua localização; - Acessar a sua lista de contatos; - Impedir que o seu celular fique em modo avião. ISTO É FAKE NEWS! Isso é muito sério. O aplicativo permite basicamente se tornar um software espião em seu celular sem o seu controle e alterar os seus dados. Quem estiver interessado pode checar no link original do app: Android: https://play.google.com/store/apps/detailstid-br.gov.datasus.guardioes OS: OPorque entalso https://apps.apple.com/br/app/coronav%C3%ADrus-sus/id1408008362 Oraplicativoicoronavirus SUS COVID-19 foi desenvolvido pelo Ministero da Saude utilizandoitodos os padroes de seguranga epreza pela confidencialidade das infornmações de seus usuarios. AS permissões soliatadas aoS Usuarios são validadaspormelo de centificaçãodesegurançare sao necessanas para disponibilizar aos usuarios ntodos osirecursos disponiveis no aplicativo ADEACHERTIS ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake13.jpg,1
16,https://www.saude.gov.br/component/content/article/1361-fake-news/46585-governo-do-brasil-anuncia-vacina-do-coronavirus-e-fake-news,2020-03-23 13:42:03,2020-03-23 13:42:03,Governo do Brasil anuncia vacina do coronavírus ,"VACINA CORONAVÍRUS Governo Federal do Brasil, anuncia que a vacina chega ao Brasil dia 30/03/2020! : Para não haver super lotações nos Peses de Sense e nas Rdalades de Prevte Ateneimevte (UPA), é OBRIGÁTORIO o agendamento para tomar a vacina ISTO É contra o COVID-891 FAKE É de extrema importancia que você ENCAMINJE esta informação para todos : os seus Barntiares e foriges! NEWS! O agendamento deve ser feito através do APP eficial do Governo do Brasil: https://bit.ly/AgendamentoCOVID-19 16:03 LAinda nae xiste nenhuma vacina.contra o.coronavruS Alem disso no SUS nao enecessario nennum Upordetcadastro, por aplicativo ou site paratomar as vacinas disponiveis Epreciso apenas Comparecer a um posto de saude que faça vacinação STA TC ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake12.jpg,1
17,https://www.saude.gov.br/component/content/article/1361-fake-news/46584-china-anuncia-vacina-para-coronavirus-e-fake-news,2020-03-23 13:40:31,2020-03-23 13:40:31,China anuncia vacina para coronavírus ,"Ministério da Defesa Chinês anunciou oficialmente que desenvolveu com êxito a vacina contra o Coronavírus, que agora será testada em seres humanos. http://eng.mod.gov.cn/news/2020-03/18/ content 4862087.htm ISTO É PAULO EDUARD0 20RTINS FAKE NEWS! OROrquere falso Até o momento, nao existetuma vacina para o coronavitus prontai para comeralalizacao. Entretanto divetsos estudos estãosendo: real zados nomundo parai Combatermos o vros - URGENTE CHINA ANUNCIA VACINA PARA O COVID-19 NOEASHERTS RMASTERIO ESTA NOTECAR ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake11.jpg,1
18,https://www.saude.gov.br/component/content/article/1361-fake-news/46582-beber-muita-agua-e-fazer-gargarejo-com-agua-morna-sal-e-vinagre-previne-coronavirus-e-fake-news,2020-03-23 13:37:15,2020-03-23 13:37:15,"Beber muita água e fazer gargarejo com água morna, sal e vinagre previne coronavírus ","AIDEADHERT RIO DA. ISTO É peiloda, a peisin comega ospire gargantaS pessoa bebeg Euita agua e faz gtyui com água men, . ou vinagie, isso eliminará yy Divulgusta informages pois vocpole salvar alguégie pessoa souberlis. FAKE ESTA NOTICIA É RLS-** NEWS! Até omomento não hanenhummedicamentosubstancia vitamina, alimento espeoficotoutvacina que possa prevenrainteccao pelo COronavírus (COVID 19) ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake8.jpg,1
19,https://www.saude.gov.br/component/content/article/1361-fake-news/46581-todos-os-paises-adotam-as-mesmas-medidas-para-enfrentar-o-coronavirus-e-fake-news,2020-03-23 13:35:18,2020-03-23 13:35:18,Todos os países adotam as mesmas medidas para enfrentar o coronavírus ,"* Encaminhado Olá família, sou a ., filha do . e moro na italia. Mando está mensagem que mandei a colegas e familiares para informá-los da situação que estamos vivendo. Esta emergência nos pegou meio despreparados no inicio, estamos fazendo a experiência no dia a dia e no decorrer da evolução da situação e do número de casos. È tudo novo e espero que esta experiência seja de exemplo para os outros países para que as medidas de prevenção sejam colocadas em ação o quanto antes. 20 dias atrás parecia uma situação de atenção mas não muito mais do que uma sindrome gripal importante. Estávamos mais tranquilos mas visto que o contágio é muito rápido e exponencial e a evolução em 15 % dos casos sobretudo em pacientes idosos e com patologia de base pode ser grave. A população italiana e europeia è mais velha do que a chinesa e faz com que a mortalidade aqui seja mais alta. 79% da pop italiana tem mais de 80 anos. Visto o colapso do sistema sanitario na Lombardia que é uma região ótima do ponto de vista assistencial, percebemos que, se não se tomamos medidas drásticas, de quarentena para evitar o contágio, pode-se levar ao colapso de todo o sistema sanitário. São mais de 10 mil contagiados até hoje, mais de 600 mortos e 700 curados e 15% destes com pulmonite intersticial bilateral e insuficiência respiratória e com necessidade de ser entubado. Ficam entubados por ao menos 20 dias se não mais. Se não são disponíveis ventiladores para todos os pacientes os colegas devem iniciar a decidir quem entubar e quem não portanto se os leitos e ventiladores não são suficientes o sistema vai em tilt. O país entrou em quarentena há dois dias para tentar evitar o colapso em regiões com menos recursos como no sul da Itália. O mesmo vale para outros paises com menos recursos. Escolas fechadas e todas as atividades fechadas por 20 menos 20 dias com objetivo de diminuir contágio e crise do sistema sanitário que na itália é público. Nós médicos estamos trabalhando mas toda a atividade ambulatorial e não de urgência está sendo adiada. Esperamos sirva de exemplo para todos. E acima de tudo que a mudança das regras de comportamento como lavagem das mãos e proteção ao próximo com uso de máscaras para cobrir as vias aéreas, se estiver doente ou resfriado, para evitar de contagiar outros, sejam utilizadas sempre. Enfim, quem sabe servirá para aumentar o nível de consciência de todos nós sobre muitos aspectos higiénicos, de coletividade e de respeito ao próximo, A dinámica do dia a dia não é fácil neste momento. Não poder sair, as crianças em casa, atividades de lazer e restaurantes fechados è muito dificil. Por sorte não vivemos o período da guerra, mas garanto que parece guerra. é surreal! Temos supermercados e farmácias abertos mas garanto que convencer teus filhos que não podemos sair de casa e a sensação de saber que eu que sou profissional de risco e posso sempre trazer o virus pra casa não é făcil. espero agora que com a quarentena total em vigor consigamos conter co num de contágios e que não vire de verdade uma pandemia mundial. abraço virtual a todos, com saudades, - ISTO É FAKE NEWS! Borque etalso AS medidas desaude para o entrentamento do coronavirUS sao niciativas próprias de cada pas não sendo possivelamarque tais medidas são mais oumenos efetivas, O Ministerio da saude ja: publicou portaia que regulamenta a ouarentenaeoisolamento de acordo com a necessidadedo pais 1442 --- HINISTERIO ESTA NOTEA ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake7.jpg,1
20,https://www.saude.gov.br/component/content/article/1361-fake-news/46580-pesquisa-publicada-por-cientistas-chineses-diz-que-coronavirus-tornara-a-maioria-dos-pacientes-do-sexo-masculino-infertil-e-fake-news,2020-03-23 13:33:29,2020-03-23 13:33:29,Pesquisa publicada por cientistas chineses diz que coronavírus tornará a maioria dos pacientes do sexo masculino infértil ,"ADEADHERIES Pesquisa publicada por cientistas chineses diz que coronamÍrus tornará a maioria dos pacientes do SBKO MaSculina infértil CHINA ISTO É Puads Por Thas Gaa FAKE NEWS! MOTICIAALSS- Porque eralso Oartigo.Gitacdo esta em fase de pre pubicação enao foi revisado pelos pares portanto tem pouco valor eientifico, no momento Esseartigo trazidados preliminares sobre a possibilrdade denfeccao de células do testicuo pelo SARS COVE2 porem menciona quenaoexisterdados. suficientes para se estabelecer um risco de esterilidade Outros virus sao capazes de infectaressas celulas e causarinilamacao nos testiculos, comoa Virus da caxurmba porexempto no entantonagrandemaiora dós casos essa ipfeccaoinão Teva atesterlidade Desta focma nesse nnomento não oodemosanmangualquer cOrrelação do SARS CO2.com estenlidade. NEOha comprovecão đentiica darelacão causal entreainterlidede eainfecão pelo coronavrus HAISTERID ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake6.jpg,1
21,https://www.saude.gov.br/component/content/article/1361-fake-news/46579-verdades-e-mentiras-do-cremerj-para-coronavirus-e-fake-news,2020-03-23 13:31:56,2020-03-23 13:31:56,Verdades e mentiras do CREMERJ para coronavírus ,"ADEADHERTE A Encaminhada Diante de todos os fatos veiculados sobre coronavírus, o CREMERJ, mais uma vez, vem se pronunciar sobre verdades e mentiras dessa doença. ISTO É VERDADES - A taxa de letalidade é inferior a 3%: - Não existem relatos de casos de óbitos entre crianças e adolescentes: -O vírus não resiste às temperaturas acima de 26° C: - É necessário lavar as mãos e aplicar álcool gel frequentemente: - Não há motivo para pânico: FAKE NEWS! MOTICIAEALS -O coronavírus não resiste a mais de 9 horas no ar: - Ao espirrar ou tossir, dobre o braço e encoste a boca na junção do cotovelo. MENTIRAS - Produtos vindos da China podem vir contaminados com o vírus: - Lavar o nariz com soro fisiológico desativa o vírus: - Enxaguante bucal elimina o coronavírus: - Chá de abacate com hortelă previne coronavírus: Porque etalsO OVirus pode sobrevivera temperaturas superioresa26 Ca Propria temperatura do corpo, humano 369é superioraessa No: entantoiexistem algumasevidencias Sugerindo que notambienter OS, - Medicamentos eficazes contra o novo coronavírus: a - Uisque e mel são eficientes contra o coronavírus. O CREMERJ alerta que o sarampo é. para nós, mais letal do que o coronavírus, principalmente, no estado do Rio de Janeiro. Todos os que não se vacinaram, dos 6 meses aos 59 anos, podem fazé-lo nos postos de saúde. Previnam-se contra o sarampo. E por favor, divulguem estas verdades e mentiras. 14:16 coronavirus poger podemterseuitempocesobrevivenda reduzido com temperturaselevadas porcarahavirusie de 52 das.comintervalo quepode Openodo medo de incubacae da infec Chegarate 125 dias Olaboratono de ReferencalNacionalinfoma que os coronavirus resi stem ate 18h nojambiente (tem I umanugo.citáandosobrevida deate 9 dias depende das condições do ambiente) 洗 ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake10.jpg,1
22,https://www.saude.gov.br/component/content/article/1361-fake-news/46578-colocar-luvas-para-manusear-dinheiro-e-evitar-coronavirus-e-verdade,2020-03-23 13:30:01,2020-03-23 13:30:01,Colocar luvas para manusear dinheiro e evitar coronavírus ,"ewac - A Encaminhada Não quero assustar ninguém, mas o coronavírus se espalhará irreversivelmente : em breve. E a principal forma de se infectar será através das notas de dinheiro. Portanto, colete todas as suas notas com luvas e coloque-as em um envelope plástico selado. Neste final de semana estarei recolhendo esses envelopes em suas residências. Peço apenas que agendem os horários de retirada aqui. O serviço é totalmente gratuito, o faço apenas em nome da saúde pública e em | consideração a todos os membros do grupo. ESTA NOTÍCIA É VERDADEIRA, 13:28 Nesse casonao cabe uma respostarde verdadeito oufalso sabemos que elunma brincadeira mas existe possiblidade de trahsnmissão pelo dinheiro 等4。 dempegaro:COVID 19 dexoutras pessoas que têmovirUS AS pesso doenca pode se espalhar de pessoa para pessoaratraves de pequenas goticulas do nanzourda boca que se espalhamiguando uima pessoarCom.COVID-19 tosse Ourespina. Essas gotidulas pousamem objetosesuperfices proximasassim outtas pessoasipodem se infectancom o COVID 19 tocando esseS objetos ou Superficies e depois tocandonosolhos narizou boca AS pessoas tambem podemipegar COVID 19 se respirarem goticulas de uma pessoa com COVID 19 quettosse ouresplra E porisso que e importante ficar a mais denimetro de uma: pessoa doente ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake9.jpg,0
23,https://www.saude.gov.br/component/content/article/1361-fake-news/46577-tomar-ou-bebidas-quentes-para-matar-o-coronavirus-e-fake-news,2020-03-23 13:28:02,2020-03-23 13:28:02,Tomar ou bebidas quentes para matar o coronavírus ,"SAIDEADVERTE A Encaminhada Meu médico Patrick Martin acabou de me enviar o seguinte: Para ler muito interessante: NÃO PARAMOS O VÍRUS COM PÂNICO. MAS POR INTELIGÊNCIA! ISTO É FAKE Acabei de fazer a tradução do texto em italiano recebido. Estou enviando gradualmente para todos os meus amigos que falam francès, por isso não hesite em transferi-lo o máximo possível. Essa informação vem de médicos atualmente na linha de frente do combate ao vírus. que podem ajudar um grande número de pessoas. COPIAR. IMPRIMIR, PASSARI Amanda Castello. NEWS! ""Não paramos o vírus com pánico, mas com inteligėncia. Aqui estão novas informações de um pesquisador de Shenzhen transferido para Wuhan para trabalhar com a força-tarefa da epidemia de Coronavirus. As informações a seguir são claras, simples e acessiveis a todos, descrevendo exatamente o que é o vírus, como é transmitido de pessoa para pessoa e como pode ser neutralizado na vida cotidiana. Ponque e falso o diagnosticordepende da Kivestigação dnico epidemiologica e do exame fisico, A infecção por coronavírus não se apresenta como o resfriado habitual, com corrimento nasal ou tosse com cátaros e escarro, mas. pelo contrário, com tosse seca. Este é o primeiro sinal para identificar corretamente. 報。 Importante saber: o vírus não resiste ao calor e morre se for exposto a temperaturas de 26 a 27. Portanto, é muito importante consumir durante o dia todas as bebidas quentes possíveis, como chá, chá de ervas, caldo, sopas ou simplesmente água quente. O liquido quente neutraliza o vírus e não é difícil absorvė-lo. OMinistério da saude orienta Cuidados basicos para reduzIro: riSGogeralde contrai ou transmitiriinfeccoes Cespiratorlas ağudas indlundo I'Ocotonavirus COVID.19). Importante: Evite beber ägua gelada ou sugar gelo ou neve para aqueles que estão nas montanhas, principalmente crianças. Para quem pode, é importante expor-se o máximo possível ao sol, de acordo com as condições climáticas atuais. ESTA MCTICIA ",https://www.saude.gov.br/images/jpg/2020/marco/23/fake3.jpg,1
