id,link,timestamp,title,text,classification
Boatos-11,https://www.boatos.org/politica/radio-band-soltou-bomba-washington-post-doria-china.html,2021-01-01 14:13:21-03:00,"Rádio Band soltou bomba sobre Washington Post, Doria e China ","[...] Denúncia gravíssima do Washington Post que fala aqui, é citado nominalmente o governador João Doria. Ele é citado, nominalmente, como um dos possíveis financiadores, ou seja, os milhões de dólares que mandaram para a China, em 2019, amigo, quando ainda não se conhecida o coronavírus.",1
Boatos-12,https://www.boatos.org/politica/radio-band-soltou-bomba-washington-post-doria-china.html,2021-01-01 14:13:21-03:00,"Rádio Band soltou bomba sobre Washington Post, Doria e China ","Lá pelo sétimo, oitavo parágrafo, fala que a Sinovac, a vacina da Sinovac, tátátá, que oficialmente Brasil e Indonésia, que não nações populosas, o Brasil na América Latina e a Indonésia na África, Ásia, Sul da Ásia, teriam a aprovação dessa vacina em algumas semanas. E aí ele citam. No Brasil, o governador de São Paulo João Doria, está pedindo e patrocinando os testes da vacina e coisa tal, tátátá.",1
Boatos-13,https://www.boatos.org/politica/radio-band-soltou-bomba-washington-post-doria-china.html,2021-01-01 14:13:21-03:00,"Rádio Band soltou bomba sobre Washington Post, Doria e China ",Resumindo: a China não quer essa vacina. A China está desenvolvendo uma vacina com o laboratório Cansino em parceria com o Instituto de Pesquisa Militar. Essa vai ser a vacina chinesa. A outra vacina que está sendo avaliada pelo governo chinês é a vacina Moderna e a vacina da Pfizer/Biontech. São as vacinas que os chineses estão avaliando. A vacina Coronavac sequer está sendo avaliada na China.,1
Boatos-14,https://www.boatos.org/politica/radio-band-soltou-bomba-washington-post-doria-china.html,2021-01-01 14:13:21-03:00,"Rádio Band soltou bomba sobre Washington Post, Doria e China ","E, repetindo, o laboratório Sinovac está com seríssimos problemas e proibido de operar na China. Ele tem a sede nas Ilhas Cayman. Amigo, mais escancarado do que isso, para quem quiser saber, acesse a página do jornal Washington Post, a data é do dia 04/12 desse ano, onde está a matéria completa. [...]",1
Boatos-15,https://www.boatos.org/saude/ceo-pfizer-disse-nao-vai-tomar-vacina-contra-covid-19.html,2021-01-01 13:31:00-03:00,CEO da Pfizer disse que não vai tomar a vacina contra Covid-19 ,"“A vacina da Pfizer já está sendo aplicada nos Estados Unidos da América, e causado efeitos colaterais como paralisia de bell e reações alérgicas. Entre várias polêmicas, também é publico que a vacina Pfizer foi construída em conjunto com o laboratório BIONTECH, um laboratório Alemão, cujo os donos são Turcos, mas que também possuem ligações esquisitas com a China [...]. Olhando todos esses fatos fica fácil entender porquê nem o próprio CEO quer tomar a vacina, mas você é obrigado tomar, segundo o STF. Você vai tomar?”.",1
Boatos-16,https://www.boatos.org/mundo/homem-morreu-ataque-cardiaco-israel-causa-vacina-covid-19.html,2020-12-30 13:02:14-03:00,Homem morreu de ataque cardíaco em Israel por causa da vacina contra Covid-19 ,Homem que morreu duas horas após tomar vacina da Pfizer em Israel faleceu por causa de efeitos colaterais.,1
Boatos-17,https://www.boatos.org/mundo/kiwi-testa-positivo-covid-19-prova-pandemia-farsa.html,2020-12-29 11:51:17-03:00,"Kiwi que ""testa positivo"" para Covid-19 é a prova que pandemia é uma farsa ","“A maior fraude da humanidade. Muitos estão contaminados, mas muitos nunca tiveram essa doença.. Testes chineses dão positivo até para frutas. Sorria, VOCÊ está sendo enganado! Veja só, cientistas italianos usam o “teste SARSCOV2” rápido de antígeno de fluxo lateral em um kiwi: deu kiwi positivo. A China faturou bilhões vendendo ao mundo essa fraude”.",1
Boatos-18,https://www.boatos.org/entretenimento/walter-moinho-pintura-a-vida-em-2022-previa-pessoas-isoladas.html,2020-12-25 12:53:03-03:00,"Walter Moinho fez pintura ""A vida em 2022"" que previa pessoas isoladas ","Pintor italiano Walter Moinho previu o isolamento social, em 1962, na pintura “A vida em 2022” com pessoas isoladas.",1
Boatos-19,https://www.boatos.org/saude/vacina-covid-19-vendida-camelos-madureira-rio.html,2020-12-24 10:26:24-03:00,"Vacina contra Covid-19 é vendida por camelôs em Madureira, no Rio ","“Tirei e recoloquei meus óculos de leitura por 5x, pessoal! No meu país, Madureira, os camelôs já estão vendendo a vacina pra combater o Covid-19.. Um galo e se quiser já sair com ela aplicada, paga 60 merréis! NASA é o caralho, porra! Nós somos os ‘inestudáveis’.. EU AMO O MEU PAÍS!!!”.",1
Boatos-20,https://www.boatos.org/saude/vacina-covid-19-vendida-camelos-madureira-rio.html,2020-12-24 10:26:24-03:00,"Vacina contra Covid-19 é vendida por camelôs em Madureira, no Rio ",“A vacina da covid 19 já está sendo vendida no camelô de Madureira. 50$”.,1
Boatos-21,https://www.boatos.org/mundo/associacao-americana-medicos-libera-hidroxicloroquina.html,2020-12-23 19:34:36-03:00,Associação Americana de Médicos (AMA) libera hidroxicloroquina para tratamento precoce contra Covid-19 ,"Associação Médica Americana declara que retira as restrições contra Hidroxicloroquina e admite seus benefícios, liberando para uso em tratamentos precoces visto a quantidade de artigos científicos citando seus resultados positivos na dose correta.",1
Boatos-22,https://www.boatos.org/mundo/prefeito-de-londres-finge-tomar-vacina-foto.html,2020-12-22 16:12:18-03:00,"Prefeito de Londres finge tomar vacina contra Covid-19, mostra foto ",Prefeito de Londres faz simulação de tomar vacina... enfermeiro não tira a tampa protetor da agulha... vai vendo aí,1
Boatos-23,https://www.boatos.org/mundo/prefeito-de-londres-finge-tomar-vacina-foto.html,2020-12-22 16:12:18-03:00,"Prefeito de Londres finge tomar vacina contra Covid-19, mostra foto ","Claro que vão dizer que essa foto é fake, mas onde está a foto da agulha sendo inserida no músculo?",1
Boatos-24,https://www.boatos.org/mundo/vacina-covid-19-112800-relatos-efeitos-colaterais-cdc.html,2020-12-22 13:19:12-03:00,"Vacina contra Covid-19 teve 112.800 relatos de efeitos colaterais, diz CDC ","“Saiu resumo oficial de 03 dias de vacinação nos Estados Unidos. 272.000 doses aplicadas até o dia 19/12. 112.800 relatos de efeitos colaterais. Mais de 3.000 ficaram incapacitados de realizar atividades diárias. Com 5% de efeitos colaterais, sendo 1% de efeitos graves, talvez  mande tanta gente quanto o vírus para os hospitais. Relatório oficial do CDC”.",1
Boatos-25,https://www.boatos.org/mundo/vacina-contra-covid-19-infectou-pessoas-hiv-australia.html,2020-12-21 14:54:33-03:00,Vacina contra Covid-19 infectou pessoas com HIV na Austrália ,"Apareceu HIV em uma das vacinas. História de falso positivo não acredito, pode ser positivo sim. A vacina que será comprada aqui para o Ceará é justamente dessa AstraZeneca...",1
Boatos-26,https://www.boatos.org/mundo/vacina-contra-covid-19-infectou-pessoas-hiv-australia.html,2020-12-21 14:54:33-03:00,Vacina contra Covid-19 infectou pessoas com HIV na Austrália ,"Nesse vídeo os jornalistas estão dizendo que as pessoas que tomaram a vacina do covid na Austrália, contraíram HIV porque a vacina contém proteína de HIV mas a grande mídia e as mídias sociais estão censurando essa notícia.",1
Boatos-27,https://www.boatos.org/saude/seringa-falsa-com-agulha-retratil-usada-vacinas-contra-covid-19.html,2020-12-20 15:03:41-03:00,Seringa falsa com agulha retrátil está sendo usada em vacinas contra Covid-19 ,Vídeo gravado pela BBC mostra seringa falsa sendo usada em vacina contra a Covid-19 no Reino Unido. Ela tem uma “agulha falsa retrátil”.,1
Boatos-28,https://www.boatos.org/mundo/tiffany-dover-enfermeira-desmaiou-tomar-vacina-morreu.html,2020-12-20 13:27:46-03:00,"Tiffany Dover, enfermeira que desmaiou após tomar vacina, morreu ","Tiffany Dover, enfermeira que passou mal ao tomar a vacina ao vivo nos EUA veio a óbito Eles estão silenciando a todos, mas a verdade é filha do tempo e como o sol. A enfermeira que tomou a vacina ao vivo nos EUA e 17 minutos depois desmaiou (19/12), hoje veio a óbito.",1
Boatos-29,https://www.boatos.org/mundo/tiffany-dover-enfermeira-desmaiou-tomar-vacina-morreu.html,2020-12-20 13:27:46-03:00,"Tiffany Dover, enfermeira que desmaiou após tomar vacina, morreu ","A enfermeira que tomou a vacina é desmaiou, FALECEU. Estão calando os familiares dela. A midia não vai postar nada sobre isso. Ela MORREU! Minhas condolências à família.",1
Boatos-30,https://www.boatos.org/mundo/tiffany-dover-enfermeira-desmaiou-tomar-vacina-morreu.html,2020-12-20 13:27:46-03:00,"Tiffany Dover, enfermeira que desmaiou após tomar vacina, morreu ","Morre Tiffany Pontes Dover, enfermeira que desmaiou logo após receber a vacina anti peste chinesa.",1
Boatos-31,https://www.boatos.org/mundo/enfermeira-desmaiou-gravemente-causa-efeito-vacina-covid-19.html,2020-12-19 14:28:20-03:00,Enfermeira desmaiou gravemente por causa de efeito da vacina contra Covid-19 ,"Falando da tal vacina. vejam o caso dessa enfermeira que acaba de tomar a vacina já passa mal e desmaia, boa sorte para você que vai tomar a vacina.",1
Boatos-32,https://www.boatos.org/mundo/enfermeira-desmaiou-gravemente-causa-efeito-vacina-covid-19.html,2020-12-19 14:28:20-03:00,Enfermeira desmaiou gravemente por causa de efeito da vacina contra Covid-19 ,BOMBA GRAVÍSSIMO ENFERMEIRA NOS EUA DESMAIA APÓS TOMAR A VACINA,1
Boatos-33,https://www.boatos.org/saude/stf-proibiu-vacinacao-obrigatoria-venezuelanos-pedido-psol-2018.html,2020-12-19 12:47:28-03:00,STF proibiu vacinação obrigatória para venezuelanos a pedido do PSOL em 2018 ,"Pais sem memória. Há 2 anos qdo o Ministério da Saude tentou obrigar os imigrantes venezuelanos a se vacinarem contra sarampo, pra entrarem no Brasil pela fronteira em Roraima, ocorreu aquela gritaria de Psol e companhia, e o Stf impediu alegando que é inconstitucional obrigar alguém a tomar vacina. Sem memória ou sem vergonha na cara??",1
Boatos-34,https://www.boatos.org/saude/stf-proibiu-vacinacao-obrigatoria-venezuelanos-pedido-psol-2018.html,2020-12-19 12:47:28-03:00,STF proibiu vacinação obrigatória para venezuelanos a pedido do PSOL em 2018 ,"Pouco deve ser lembrado, mas o mesmo STF já proibiu a aplicação compulsória do insumo, em 2018, quando o Ministério da Saúde optou pela obrigatoriedade para vacinar venezuelanos que entravam no Brasil. O principal responsável pela decisão em 2018 foi o PSOL. Políticos da sigla fizeram diversas manifestações e ações para impedir que o povo oriundo da Venezuela fosse prevenido com o insumo contra o sarampo.",1
Boatos-35,https://www.boatos.org/saude/coca-cola-testa-positivo-covid-19-testes-sao-falsos.html,2020-12-18 12:44:33-03:00,Coca-Cola que testa positivo para Covid-19 mostra como testes são falsos ,"“Um parlamentar austríaco expôs a imperfeição dos testes COVID-1984 do governo, demonstrando no parlamento como um copo de Coca-Cola deu positivo para COVID-19. Em imagens da reunião em Viena na sexta-feira, o secretário-geral da FPO, Michael Schnedlitz, traz um copo de Coca-Cola ao pódio, de onde ele coleta gotas para usar em um teste rápido de antígeno sendo usado em grande escala. Depois de ir ao púlpito e iniciar seu discurso, o político borrifou algumas gotas de cola no teste rápido corona. Três minutos depois, o teste mostrou um resultado: Coca Cola era COVID-19 positivo. Depois de demonstrar um resultado positivo, Schnedlitz passa a considerar os testes um desperdício de recursos do contribuinte.",1
Boatos-36,https://www.boatos.org/mundo/china-comprou-1-bilhao-vacinas-australia-nao-usar-coronavac.html,2020-12-17 17:09:58-03:00,China comprou 1 bilhão de vacinas da Austrália e não usará Coronavac ,"A China não vai usar a vacina Coronavac, do Instituto Butantan e da Sinovac. País decidiu comprar 1 bilhão de doses da vacina da Austrália.",1
Boatos-37,https://www.boatos.org/saude/medico-belgica-vacinas-nao-tem-comprovacao-mudam-dna-controlam-pessoas-5g.html,2020-12-17 15:19:21-03:00,"Médico da Bélgica está certo ao falar que vacinas não têm comprovação, mudam DNA e controlam pessoas pelo 5G ","“Meu nome é dr. Johan Denis, da Bélgica, a vacina corona não é comprovadamente segura ou eficaz. Não há emergência médica, é uma pandemia falsa. O coronavírus é, em termos de nocividade, mortalidade e transmissibilidade, comparável a uma temporada de gripe e eu posso apenas rejeitar o extremo, medidas desproporcionais que são tomadas pelo nosso governo. Não há emergência, a situação foi toda orquestrada para te fazer ficar com medo, o suficiente para tomar a vacina. Esta vacina não está provado que é seguro, tem sido desenvolvida muito rápido, não temos ideia quais serão os efeitos a longo prazo. Necessita-se muito mais investigação, sem pressa ou emergência. Isso pode, possivelmente, mudar o seu DNA, é irreversível e irreparável para todas as futuras gerações, um experimento na humanidade que eu nunca faria. Dê para mim meus pacientes ou meus entes queridos, não somos cobaias. Há nanotecnologia presente nesta vacina, nanobots em hidrogéis foram desenvolvidos para fins militares. Há fortes indícios de que poderia fazer você virar um fantoche controlável por meio de seu próprio smartphone conectado a uma rede 5G e inteligência artificial. Desta forma, você pode perder tudo isso que faz você humano. Então, por favor, informe-se bem antes de decidir. Muita informação útil pode ser encontrada no site de Robert Kennedy. Eu abençoo todos vocês”.",1
Boatos-38,https://www.boatos.org/mundo/26-idosos-tomaram-vacina-contra-covid-19-reino-unido-morreram.html,2020-12-16 16:11:48-03:00,26 idosos que tomaram vacina contra Covid-19 no Reino Unido morreram ,BOMBÁSTICO Idosos tomando vacina do COVID 19 no Reino Unido estão falecendo de 28 vacinados 26 morreram 2 dias depois de ter tomado a vacina. Genocídio em massa ÁUDIO ABAIXO CONFIRMANDO. Os efeitos adversos de doenças irreversíveis serão sentidos em alguns meses. Não significa que os óbitos não podem começar instantaneamente.,1
Boatos-39,https://www.boatos.org/mundo/26-idosos-tomaram-vacina-contra-covid-19-reino-unido-morreram.html,2020-12-16 16:11:48-03:00,26 idosos que tomaram vacina contra Covid-19 no Reino Unido morreram ,"Luciana. Eles vacinaram várias idosos. Desde segunda-feira até agora, eles estão vacinando todos os idosos. E aí, o que que aconteceu: tem muitos idosos morrendo dois dias depois, um dia depois da vacina. E aí, os parentes dos idosos foram protestar, foram tirar satisfação porque que eles morreram porque que os idosos estão morrendo. Só que só num asilo, com 28 residentes, 26 morreram e ficaram só dois. Só para você ter ideia. E os parentes, tá tudo reclamando. Entende? Tem gente que não acredita que essa vacina é para matar. Tem gente que pensa que essa vacina é para ajudar. E até os que pensam que é para ajudar, estão, agora, estão ficando desconfiado porque, tiraram, tomou a vacina, foram vacinado e morreram. E o pior de tudo é que eles não tão deixando os parente ver os corpos. Eles tão embalando os corpos, deve ser tipo aquela foto que você mandou, e eles são proibidos de verem os corpos, a família. E eles pegam os corpos e levam pá um lugar que ninguém sabe e dizem que não pode por causa de contaminação. Olha onde chegamos.",1
Boatos-40,https://www.boatos.org/saude/coronavirus-h1n1-hiv-vacina-chip-plasma-reduzir-populacao.html,2020-12-16 13:19:22-03:00,Covid-19 é H1N1 + HIV e vacina terá chip de plasma para reduzir população ,SARS-CoV-2 (novo coronavírus) é uma combinação de H1N1 com HIV e plasma da vacina contra Covid-19 possui chip decodificador para reduzir população e inserir doenças nas pessoas.,1
Boatos-41,https://www.boatos.org/mundo/washington-post-faz-denuncia-contra-doria-china-nao-quer-coronavac.html,2020-12-15 16:41:07-03:00,Washington Post faz denúncia grave contra Doria e aponta que China não quer Coronavac ,"[...] Denúncia gravíssima do Washington Post que fala aqui, é citado nominalmente o governador João Doria. Ele é citado, nominalmente, como um dos possíveis financiadores, ou seja, os milhões de dólares que mandaram para a China, em 2019, amigo, quando ainda não se conhecida o coronavírus.",1
Boatos-42,https://www.boatos.org/mundo/washington-post-faz-denuncia-contra-doria-china-nao-quer-coronavac.html,2020-12-15 16:41:07-03:00,Washington Post faz denúncia grave contra Doria e aponta que China não quer Coronavac ,"Lá pelo sétimo, oitavo parágrafo, fala que a Sinovac, a vacina da Sinovac, tátátá, que oficialmente Brasil e Indonésia, que não nações populosas, o Brasil na América Latina e a Indonésia na África, Ásia, Sul da Ásia, teriam a aprovação dessa vacina em algumas semanas. E aí ele citam. No Brasil, o governador de São Paulo João Doria, está pedindo e patrocinando os testes da vacina e coisa tal, tátátá.",1
Boatos-43,https://www.boatos.org/mundo/washington-post-faz-denuncia-contra-doria-china-nao-quer-coronavac.html,2020-12-15 16:41:07-03:00,Washington Post faz denúncia grave contra Doria e aponta que China não quer Coronavac ,Resumindo: a China não quer essa vacina. A China está desenvolvendo uma vacina com o laboratório Cansino em parceria com o Instituto de Pesquisa Militar. Essa vai ser a vacina chinesa. A outra vacina que está sendo avaliada pelo governo chinês é a vacina Moderna e a vacina da Pfizer/Biontech. São as vacinas que os chineses estão avaliando. A vacina Coronavac sequer está sendo avaliada na China.,1
Boatos-44,https://www.boatos.org/mundo/washington-post-faz-denuncia-contra-doria-china-nao-quer-coronavac.html,2020-12-15 16:41:07-03:00,Washington Post faz denúncia grave contra Doria e aponta que China não quer Coronavac ,"E, repetindo, o laboratório Sinovac está com seríssimos problemas e proibido de operar na China. Ele tem a sede nas Ilhas Cayman. Amigo, mais escancarado do que isso, para quem quiser saber, acesse a página do jornal Washington Post, a data é do dia 04/12 desse ano, onde está a matéria completa. [...]",1
Boatos-45,https://www.boatos.org/saude/ivermectina-aniquila-covid-19-usada-preventivamente.html,2020-12-15 14:12:49-03:00,Ivermectina aniquila Covid-19 se usada preventivamente ,"Médico Pierre Kory afirma, no Senado dos EUA, que ivermectina é a “cura milagrosa” para a Covid-19. Remédio aniquila coronavírus se usada preventivamente.",1
Boatos-46,https://www.boatos.org/saude/chineses-nao-usam-mascaras-butantan-brasil.html,2020-12-14 13:23:04-03:00,"Chineses não usam máscaras em reunião no Instituto Butantan, no Brasil ","Na reunião dos chineses no Butantã só os apombaiado de máskra, vê se tem algum chinês usando máskra. Sabe pq nenhum chinês estava usando máskra? Pq sabem que não serve pá nada.",1
Boatos-47,https://www.boatos.org/saude/doria-gastar-22-bilhoes-vacina-china.html,2020-12-13 17:54:20-03:00,Doria vai gastar R$ 22 bilhões com a vacina da China para imunizar São Paulo ,"#doriana quê gastar com a #NãoVaChina R$ 22 Bilhões para vacinar SÓ São Paulo, enquanto #FechadosComBolsonaroAte2026 quê gastar R$ 6 Bilhões com a vacina de Oxford para vacinar o Brasil TODO...#doriaTRANCArua mais #BrunoCovas e seu parente diretor do Butantã #DimasCovas não estão nem aí para o cofre público de São Paulo e muito menos para os Paulistanos...eles querem é encher o bolso com o nosso dinheiro",1
Boatos-48,https://www.boatos.org/saude/doria-gastar-22-bilhoes-vacina-china.html,2020-12-13 17:54:20-03:00,Doria vai gastar R$ 22 bilhões com a vacina da China para imunizar São Paulo ,"A VACINA DE OXFORD PRA IMUNIZAR TODOS OS BRASILEIROS CUSTARÁ 6 BILHÕES DE REAIS A VACINA DA CHINA PRA IMUNIZAR APENAS O ESTADO DE SP, CUSTOU 22 BILHÕES DE REAIS",1
Boatos-49,https://www.boatos.org/saude/peru-suspende-testes-coronavac-apos-vacina-causar-paralisia-pernas.html,2020-12-13 14:58:16-03:00,Peru suspendeu testes com a Coronavac após vacina causar paralisia nas pernas de voluntários ,#ForaDoria VACINA CORONAVAC ESTA DEIXANDO AS PESSOAS PARALITICAS VOLUNTARIOS QUE TOMARAM A VACINA TIVERAM EFEITO PARALITICO,1
Boatos-50,https://www.boatos.org/saude/peru-suspende-testes-coronavac-apos-vacina-causar-paralisia-pernas.html,2020-12-13 14:58:16-03:00,Peru suspendeu testes com a Coronavac após vacina causar paralisia nas pernas de voluntários ,[Foto Doria segurando a vacina Coronavac] Urgente Peru para o teste da vacina chinesa por causar paralisia nas pernas,1
Boatos-51,https://www.boatos.org/saude/peru-suspende-testes-coronavac-apos-vacina-causar-paralisia-pernas.html,2020-12-13 14:58:16-03:00,Peru suspendeu testes com a Coronavac após vacina causar paralisia nas pernas de voluntários ,“Paralisia das pernas” efeito colateral da Coronavac. Ocorreu com duas pessoas.,1
Boatos-52,https://www.boatos.org/mundo/torre-eiffel-iluminada-empresa-ximenez-faz-homenagem-vitimas-da-covid-19.html,2020-12-12 14:55:06-03:00,"Torre Eiffel, iluminada pela empresa Ximénez, faz homenagem a vítimas da Covid-19 ","A Tour Eiffel, iluminada este ano pela empresa Ximénez, de Puente Genil. É a reabertura da iluminação da Torre Eiffel com uma homenagem que a França oferece às vítimas da Covid-19. Em um dado momento cai da Torre uma lágrima... O primeiro som do vídeo é o som dos respiradores conectados. É uma sucessão de símbolos. O que vemos são imagens dos monitores de oxigênio e som respectivo. As sirenes e as lágrimas são em homenagem aos falecidos acometidos pelo Covid-19. O relógio representa o tempo, o elemento mais valioso que temos. Finalmente, as luzes que se elevam representam as almas das vítimas que subiram ao céu! A trilha sonora é maravilhosa.",1
Boatos-53,https://www.boatos.org/brasil/cariocas-fazem-romaria-presidente-dutra-para-se-vacinar-sao-paulo.html,2020-12-10 14:55:43-03:00,Cariocas fazem romaria na Presidente Dutra para se vacinar em São Paulo ,Imagens mostram fila de cariocas na rodovia Presidente Dutra fazendo romaria para se vacinar em São Paulo.,1
Boatos-54,https://www.boatos.org/saude/maior-infectologista-brasil-alerta-pressa-doses-efeitos-colaterais-vacina-chinesa.html,2020-12-10 12:47:20-03:00,"Maior infectologista do Brasil alerta para pressa, doses e efeitos colaterais da vacina chinesa ","“VEJA O QUE ESSE MÉDICO FALA SOBRE A VACINA DO C0R0N4. Todo mundo ansioso pela vacina e vem o Dr. Anthony Wong, a maior autoridade em infectologia do Brasil, e dá essa mensagem de alerta.Vamos  compartihar o vídeo...”.",1
Boatos-55,https://www.boatos.org/saude/sinovac-pagou-propina-doria-trazer-vacina-brasil-washington-post.html,2020-12-09 12:50:04-03:00,"Sinovac pagou propina para Doria trazer vacina ao Brasil, diz Washington Post ","“Ih... ENZUH traz novidade, que você NÃO VERÁ na GRANDE MÍDIA!! hehe...DitaDORIA TOTALMENTE DESMORALIZADO! Denunciado pelo Whashington Post por RECEBER PROPINA da SINOVAC. (Esclarecendo: Whashington Post seria um equivalente ao Estadão ... esquerda...)”.",1
Boatos-56,https://www.boatos.org/saude/sinovac-pagou-propina-doria-trazer-vacina-brasil-washington-post.html,2020-12-09 12:50:04-03:00,"Sinovac pagou propina para Doria trazer vacina ao Brasil, diz Washington Post ",“O vagabundo corrupto do Dória quer ganhar milhões da China em propina para fazer a população de cobaia com a vacina com a desculpa que está preocupadissimo com vidas. A Anvisa manda o recado para o ditador”.,1
Boatos-57,https://www.boatos.org/saude/sinovac-pagou-propina-doria-trazer-vacina-brasil-washington-post.html,2020-12-09 12:50:04-03:00,"Sinovac pagou propina para Doria trazer vacina ao Brasil, diz Washington Post ","“Esse safado, bandido, canalha, esta é querendo receber a “propina” oferecida pelo laboratório Chinês, ele não está preocupado coisa nenhuma....apenas com a propina oferecida pelo chineses....lá na China NINGUÉM tomou,ele querendo nos fazer de cobaias..”.",1
Boatos-58,https://www.boatos.org/mundo/boris-johnson-virus-injetado-vacina.html,2020-12-09 12:30:53-03:00,"Boris Johnson revela a verdade ao dizer que ""vírus será injetado"" no lugar da vacina ","Boris escorregou e disse a verdade. Não é uma vacina que eles querem injetar em você, é um VÍRUS !! Milhões de pessoas terão problemas de saúde de longo prazo e a grande indústria farmacêutica é imune a recursos legais por parte das vítimas de seu genocídio genético planejado.",1
Boatos-59,https://www.boatos.org/saude/secretario-saude-escreve-mensagem-chegamos-pico-da-covid-19.html,2020-12-08 17:54:25-03:00,Secretário de Saúde escreve mensagem “chegamos ao pico” ,"Mensagem do Secretário Estado Saúde. *CHEGAMOS AO PICO* Irmãos, amigos, familiares, enfim – todos. Pelo que os especialistas afirmam, a partir de amanhã teremos, no mínimo 30 dias difíceis, de muita dor, de muitas perdas e só temos um remédio para tentar diminuir tudo isso – realizando de forma séria e muito cuidadosa o isolamento social. Portanto, conversem com os amigos e familiares, não faça visitas... Não coloquem a vida de parentes e amigos em riscos. O contágio é gigantesco e pode vir no ar... Tosse... Espirro... Solas de sapatos.... Sacolas de supermercados... Embalagens etc.",1
