,id,link,date,title,text,imageLink,subtitle,explanation,source,text_analysis,classification
10,boatos-11,https://www.boatos.org/politica/governadores-escondem-respiradores-em-galpoes.html,2020-07-21 14:26:27,Governadores e prefeitos escondem respiradores enviados por Bolsonaro em galpões e não mandam para hospitais,Bolsonaro manda respiradores e EPIs mas governadores estaduais e prefeitos abandonam o material em galpões. É a esquerda criminosa trabalhando contra os brasileiros.,,,,,Bolsonaro manda respiradores e EPIs mas governadores estaduais e prefeitos abandonam o material em galpões. É a esquerda criminosa trabalhando contra os brasileiros.,1
11,boatos-12,https://www.boatos.org/brasil/registros-obitos-cartorio-mostram-2019-mais-mortes-2020.html,2020-07-20 12:17:54,Registros de óbitos em cartório mostram que 2019 teve mais mortes que 2020 nos 6 primeiros meses do ano,"“SEMPRE GOSTEI DE NÚMEROS POR QUE ELES NÃO MENTEM, NÃO TEM COM ENGANAR! ALGUÉM SABE ME EXPLICAR, TENHO UMA DÚVIDA?",,,,,"“SEMPRE GOSTEI DE NÚMEROS POR QUE ELES NÃO MENTEM, NÃO TEM COM ENGANAR! ALGUÉM SABE ME EXPLICAR, TENHO UMA DÚVIDA?",1
12,boatos-13,https://www.boatos.org/brasil/registros-obitos-cartorio-mostram-2019-mais-mortes-2020.html,2020-07-20 12:17:54,Registros de óbitos em cartório mostram que 2019 teve mais mortes que 2020 nos 6 primeiros meses do ano,"OU SEJA, NOS MESMOS MESES DE 2019 E 2020, NO ANO DE 2019 TIVEMOS 58.103 MORTES A MAIS QUE NESTE ANO AÍ PERGUNTO AONDE ESTÁ A “PANDEMIA”, NÃO ESTOU CONSEGUINDO VER – ALGUÉM PODE EXPLICAR? LEMBRE QUE OS DADOS SÃO OFICIAIS DE REGISTRO EM CARTÓRIO NO BRASIL – PODEM VER VOCÊS MESMO”.",,,,,"OU SEJA, NOS MESMOS MESES DE 2019 E 2020, NO ANO DE 2019 TIVEMOS 58.103 MORTES A MAIS QUE NESTE ANO AÍ PERGUNTO AONDE ESTÁ A “PANDEMIA”, NÃO ESTOU CONSEGUINDO VER – ALGUÉM PODE EXPLICAR? LEMBRE QUE OS DADOS SÃO OFICIAIS DE REGISTRO EM CARTÓRIO NO BRASIL – PODEM VER VOCÊS MESMO”.",1
13,boatos-14,https://www.boatos.org/tecnologia/argentina-esta-fazendo-isso-video-desliga-telefone-10-segundos-cnn.html,2020-07-19 12:35:35,"“Argentina está fazendo isso” é um vídeo que desliga o telefone em 10 segundos, diz CNN ","Eles vão começar a circular um vídeo no WhatsApp que mostra como a curva Covid19 está se achatando na Argentina. O arquivo se chama “Argentina está fazendo isso”, não o abra ou veja, ele desliga o telefone em 10 segundos e não pode ser parado de forma alguma. Passe as informações para sua família e amigos. Agora eles também disseram isso na CNN.",,,,,"Eles vão começar a circular um vídeo no WhatsApp que mostra como a curva Covid19 está se achatando na Argentina. O arquivo se chama “Argentina está fazendo isso”, não o abra ou veja, ele desliga o telefone em 10 segundos e não pode ser parado de forma alguma. Passe as informações para sua família e amigos. Agora eles também disseram isso na CNN.",1
14,boatos-15,https://www.boatos.org/saude/teste-covid-19-cotonete-danos-cerebro-barreira-sangue-cerebral.html,2020-07-16 18:19:38,Teste de Covid-19 que utiliza cotonete causa danos no cérebro porque atinge barreira sangue-cerebral,"“Sabe esse “cotonetão” que estão usando para testar covid? Então... “O local em que eles estão “obtendo uma amostra” para o teste Covid-19 é chamado de Barreira Sangue-Cerebral. É uma única camada de células que protege o cérebro de metais pesados, pesticidas e outras substâncias tóxicas que geralmente são mantidas de fora. É assim que os nutrientes vitais, como o oxigênio, atingem o cérebro. Se, de alguma forma, a sua barreira hematoencefálica estiver comprometida, ela se tornará uma “barreira hematoencefálica com vazamento”, que é um cérebro inflamado! Em seguida, permite que bactérias e outras toxinas entrem no seu cérebro e infectem o tecido cerebral, o que pode levar a inflamação e, às vezes, à morte.",,,,,"“Sabe esse “cotonetão” que estão usando para testar covid? Então... “O local em que eles estão “obtendo uma amostra” para o teste Covid-19 é chamado de Barreira Sangue-Cerebral. É uma única camada de células que protege o cérebro de metais pesados, pesticidas e outras substâncias tóxicas que geralmente são mantidas de fora. É assim que os nutrientes vitais, como o oxigênio, atingem o cérebro. Se, de alguma forma, a sua barreira hematoencefálica estiver comprometida, ela se tornará uma “barreira hematoencefálica com vazamento”, que é um cérebro inflamado! Em seguida, permite que bactérias e outras toxinas entrem no seu cérebro e infectem o tecido cerebral, o que pode levar a inflamação e, às vezes, à morte.",1
15,boatos-16,https://www.boatos.org/saude/teste-covid-19-cotonete-danos-cerebro-barreira-sangue-cerebral.html,2020-07-16 18:19:38,Teste de Covid-19 que utiliza cotonete causa danos no cérebro porque atinge barreira sangue-cerebral,"**** Mais sintomas (longo e curto prazo) incluem autismo, DDA, TDAH, doenças cardíacas, doenças autoimunes, câncer, doenças neurodegenerativas, acidente vascular cerebral, danos no fígado, fadiga crônica que não se resolve com repouso, hipóxia, ansiedade, humor distúrbios, depressão e outras condições de saúde mental como esquizofrenia; convulsões, perda de memória e declínio cognitivo, resultando em Alzheimer ou Demência, fluxo sanguíneo insuficiente para o cérebro, atividade cerebral anormal!” Agora, faça esse teste e caso entre qualquer contaminação aí sim você estará bem encrencado!!”.",,,,,"**** Mais sintomas (longo e curto prazo) incluem autismo, DDA, TDAH, doenças cardíacas, doenças autoimunes, câncer, doenças neurodegenerativas, acidente vascular cerebral, danos no fígado, fadiga crônica que não se resolve com repouso, hipóxia, ansiedade, humor distúrbios, depressão e outras condições de saúde mental como esquizofrenia; convulsões, perda de memória e declínio cognitivo, resultando em Alzheimer ou Demência, fluxo sanguíneo insuficiente para o cérebro, atividade cerebral anormal!” Agora, faça esse teste e caso entre qualquer contaminação aí sim você estará bem encrencado!!”.",1
16,boatos-17,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ",Araras na lagoa Rodrigo de Freitas no Rio de Janeiro #VivaAMãeNatureza E a arara faz pose para defender a cria...,,,,,Araras na lagoa Rodrigo de Freitas no Rio de Janeiro #VivaAMãeNatureza E a arara faz pose para defender a cria...,1
17,boatos-18,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ","Lagoa Rodrigo de Freitas... A Natureza se renovando... O homem até tenta destruí-la, mas a #natureza resiste e continua nos proporcionando espetáculos #exuberantes.",,,,,"Lagoa Rodrigo de Freitas... A Natureza se renovando... O homem até tenta destruí-la, mas a #natureza resiste e continua nos proporcionando espetáculos #exuberantes.",1
18,boatos-19,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ",Lagoa Rodrigo de Freitas continua sendo poluída com aval dos parasitas políticos e corporações cariocas. Mas as araras tão voltando....,,,,,Lagoa Rodrigo de Freitas continua sendo poluída com aval dos parasitas políticos e corporações cariocas. Mas as araras tão voltando....,1
19,boatos-20,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ","Alojada em um tronco de uma árvore isolada, às margens da Lagoa Rodrigo de Freitas, na cidade do Rio de Janeiro, uma família de araras-canindé (Ara ararauna) passa a noite. Descobertas por um cinegrafista amador, as belas aves se agitam como se estivessem reclamando de terem a sua privacidade invadida.",,,,,"Alojada em um tronco de uma árvore isolada, às margens da Lagoa Rodrigo de Freitas, na cidade do Rio de Janeiro, uma família de araras-canindé (Ara ararauna) passa a noite. Descobertas por um cinegrafista amador, as belas aves se agitam como se estivessem reclamando de terem a sua privacidade invadida.",1
20,boatos-21,https://www.boatos.org/saude/fiocruz-desenvolveu-vacina-de-oxford.html,2020-07-16 12:20:13,"Fiocruz foi responsável por desenvolver a vacina de Oxford, que está na fase 3 ","Parabéns Fiocruz! Vacina em estágio 3! A Fiocruz descobriu o genoma e as divisões celulares do covide no mês de abril! Foi ela quem descobriu que sua base era de gordura. Porém, a Fiocruz não tinha a tecnologia para desenvolver a vacina, mas sabia como deveria ser feito. Procurou o Governo Federal na época e este não deu ouvidos, não autorizou auxílio financeiro e desprezou a pesquisa! A Fiocruz se uniu ao Butantan em São Paulo que se comunicou com Oxford... Esses cientistas se comunicaram e compartilharam o descobrimento do genoma e a Oxford entrou com a tecnologia. Deixaram os políticos literalmente de lado para concluírem a pesquisa! As pesquisas estão em fase de conclusão, com 93% de êxito Parabéns FIOCRUZ! Recorte do Texto de Fabiana Braz",,,,,"Parabéns Fiocruz! Vacina em estágio 3! A Fiocruz descobriu o genoma e as divisões celulares do covide no mês de abril! Foi ela quem descobriu que sua base era de gordura. Porém, a Fiocruz não tinha a tecnologia para desenvolver a vacina, mas sabia como deveria ser feito. Procurou o Governo Federal na época e este não deu ouvidos, não autorizou auxílio financeiro e desprezou a pesquisa! A Fiocruz se uniu ao Butantan em São Paulo que se comunicou com Oxford... Esses cientistas se comunicaram e compartilharam o descobrimento do genoma e a Oxford entrou com a tecnologia. Deixaram os políticos literalmente de lado para concluírem a pesquisa! As pesquisas estão em fase de conclusão, com 93% de êxito Parabéns FIOCRUZ! Recorte do Texto de Fabiana Braz",1
21,boatos-22,https://www.boatos.org/saude/ivermectina-ajudou-africa-controlar-pandemia-covid-19.html,2020-07-15 14:52:16,Ivermectina ajudou África a controlar pandemia de Covid-19 no continente,"“Paradoxo Africano. Em tempo, o FDA (rigorosa agência americana) acaba de confirmar a eficácia da Ivermectina in vitro, ou seja, em laboratório. O teste in vivo, ou seja, em pessoas, ainda irá demorar meses. Mas, antes disso, vejam o que acontece hoje na África (2 de junho de 2020). Nanímia: População: 30 milhões. Motos por covid: 0. Toma ivermectina para tratamento de filariose anualmente. Botswana: População: 2.3 milhões. Mortos por covid: 1. Toma ivermectina. África do Sul: País mais rico da região. População: 57.7 milhões. Mortes por convid: 2.750. Não toma ivermectina. Filariose erradicada. Lesotho (paupérrimo: População: 3 milhões. Mortos por covid: 0. Toma ivermectina. Moçambique: População: 30 milhões. Mortes por covid: 6. Toma ivermectina anualmente para combate à filariose. Mesmo considerando que há uma certa subnotificação (o que para óbitos é muito difícil, os números carecem de uma explicação”.",,,,,"“Paradoxo Africano. Em tempo, o FDA (rigorosa agência americana) acaba de confirmar a eficácia da Ivermectina in vitro, ou seja, em laboratório. O teste in vivo, ou seja, em pessoas, ainda irá demorar meses. Mas, antes disso, vejam o que acontece hoje na África (2 de junho de 2020). Nanímia: População: 30 milhões. Motos por covid: 0. Toma ivermectina para tratamento de filariose anualmente. Botswana: População: 2.3 milhões. Mortos por covid: 1. Toma ivermectina. África do Sul: País mais rico da região. População: 57.7 milhões. Mortes por convid: 2.750. Não toma ivermectina. Filariose erradicada. Lesotho (paupérrimo: População: 3 milhões. Mortos por covid: 0. Toma ivermectina. Moçambique: População: 30 milhões. Mortes por covid: 6. Toma ivermectina anualmente para combate à filariose. Mesmo considerando que há uma certa subnotificação (o que para óbitos é muito difícil, os números carecem de uma explicação”.",1
22,boatos-23,https://www.boatos.org/mundo/pneumonia-mais-letal-covid-19-surge-cazaquistao.html,2020-07-14 15:32:20,Pneumonia mais letal do que a Covid-19 surge no Cazaquistão,"“ALERTA – Um novo surto de doença respiratória, potencialmente mais letal que a Covid-19, pode estar começando na Ásia. A embaixada chinesa no Cazaquistão alertou ontem seus cidadãos no país sobre uma nova “pneumonia desconhecida”. Segundo a China, no primeiro semestre deste ano, 1.772 pessoas morreram da doença, 628 delas apenas em junho. Cerca de 100 mil pessoas já teriam sido contaminadas. “Essa taxa de mortalidade da doença é muito maior que a da Covid-19 e as autoridades do Cazaquistão estão conduzindo um estudo comparativo do vírus sobre o qual ainda não há definição”, afirmou a embaixada chinesa. Misericórdia”.",,,,,"“ALERTA – Um novo surto de doença respiratória, potencialmente mais letal que a Covid-19, pode estar começando na Ásia. A embaixada chinesa no Cazaquistão alertou ontem seus cidadãos no país sobre uma nova “pneumonia desconhecida”. Segundo a China, no primeiro semestre deste ano, 1.772 pessoas morreram da doença, 628 delas apenas em junho. Cerca de 100 mil pessoas já teriam sido contaminadas. “Essa taxa de mortalidade da doença é muito maior que a da Covid-19 e as autoridades do Cazaquistão estão conduzindo um estudo comparativo do vírus sobre o qual ainda não há definição”, afirmou a embaixada chinesa. Misericórdia”.",1
23,boatos-24,https://www.boatos.org/saude/porto-feliz-sp-1500-casos-covid-19-zero-mortes-gracas-cloroquina.html,2020-07-14 13:27:52,Porto Feliz (SP) teve 1500 casos de Covid-19 e zero mortes graças ao uso da cloroquina,"Ignorado pela grande midia, o prefeito de Porto Feliz (SP) Cássio Habice Prado, que é médico, adotou desde o inicio protocolo com Cloroquina e Azitromicina. O kit com custo de R$ 40,00 (quarenta reais) e dos 1500 pacientes nenhum precisou usar tubo de respiração e nenhum óbito.",,,,,"Ignorado pela grande midia, o prefeito de Porto Feliz (SP) Cássio Habice Prado, que é médico, adotou desde o inicio protocolo com Cloroquina e Azitromicina. O kit com custo de R$ 40,00 (quarenta reais) e dos 1500 pacientes nenhum precisou usar tubo de respiração e nenhum óbito.",1
24,boatos-25,https://www.boatos.org/saude/porto-feliz-sp-1500-casos-covid-19-zero-mortes-gracas-cloroquina.html,2020-07-14 13:27:52,Porto Feliz (SP) teve 1500 casos de Covid-19 e zero mortes graças ao uso da cloroquina,"Parabéns Prefeito São + de 1000 casos, nenhuma entubação, morte zero para quem aceitou cloroquina. Prefeito de Porto Feliz-SP, Cássio Prado, médico, usou cloroquina desde o início.",,,,,"Parabéns Prefeito São + de 1000 casos, nenhuma entubação, morte zero para quem aceitou cloroquina. Prefeito de Porto Feliz-SP, Cássio Prado, médico, usou cloroquina desde o início.",1
25,boatos-26,https://www.boatos.org/mundo/ministros-impediram-uso-hidroxicloroquina-processados-franca.html,2020-07-13 21:03:39,Ministros que impediram uso da hidroxicloroquina serão processados na França,"Agora na França, vão responder na Justiça, quem impediu que o povo fosse medicado com a Hidroxicloroquina. Acusação do Médico Didier Raoult derrubou o 1° Min da França e o Ministro da Saúde. Renunciaram. E agora vão responder na JUSTIÇA FRANCESA. Espero que aqui façam o mesmo ! https://t.co/qLwPRIK32y",,,,,"Agora na França, vão responder na Justiça, quem impediu que o povo fosse medicado com a Hidroxicloroquina. Acusação do Médico Didier Raoult derrubou o 1° Min da França e o Ministro da Saúde. Renunciaram. E agora vão responder na JUSTIÇA FRANCESA. Espero que aqui façam o mesmo ! https://t.co/qLwPRIK32y",1
26,boatos-27,https://www.boatos.org/mundo/ministros-impediram-uso-hidroxicloroquina-processados-franca.html,2020-07-13 21:03:39,Ministros que impediram uso da hidroxicloroquina serão processados na França,"Tributo a um Herói Mundial ! Na França, os que impediram que a população fosse tratada com a Hidroxicloroquina, irão responder na Justiça. A acusação do médico Didier Raoult derrubou o 1° Ministro da França e o Ministro da Saúde. Os dois renunciaram. Que aconteça o mesmo no Brasil, onde o STF, governadores, prefeitos e médicos criminosos precisam responder pelas 50 mil vítimas fatais da Covid-19.",,,,,"Tributo a um Herói Mundial ! Na França, os que impediram que a população fosse tratada com a Hidroxicloroquina, irão responder na Justiça. A acusação do médico Didier Raoult derrubou o 1° Ministro da França e o Ministro da Saúde. Os dois renunciaram. Que aconteça o mesmo no Brasil, onde o STF, governadores, prefeitos e médicos criminosos precisam responder pelas 50 mil vítimas fatais da Covid-19.",1
27,boatos-28,https://www.boatos.org/mundo/ministros-impediram-uso-hidroxicloroquina-processados-franca.html,2020-07-13 21:03:39,Ministros que impediram uso da hidroxicloroquina serão processados na França,França começa a cair as máscaras...Cai o 1° ministro e o ministro da saúde por irem a contramão da Cloroquina.,,,,,França começa a cair as máscaras...Cai o 1° ministro e o ministro da saúde por irem a contramão da Cloroquina.,1
28,boatos-29,https://www.boatos.org/politica/camara-aprovar-legalizacao-aborto-22-semanas-pandemia.html,2020-07-11 13:40:19,Câmara acaba de aprovar legalização do aborto até 22 semanas durante pandemia,"“ABSURDO CÂMARA APROVA LEGALIZAÇÃO DO ABORTO EM PLENA PANDEMIA. Utilizando sofisticadas técnicas de manipulação de linguagem a câmara ontem aprovou os PLs 1444/2020 e 1552/2020 que legalizam o aborto até 22 semanas no Brasil. Para enganar a população a palavra aborto foi eliminada do projeto e substituida “atendimento integral à mulher” e “atenção humanizada”. porém basta irmos no site do Conselho Nacional de Secretarias Municipais de Saúde e descobrir o que esses termos significam, vejamos:",,,,,"“ABSURDO CÂMARA APROVA LEGALIZAÇÃO DO ABORTO EM PLENA PANDEMIA. Utilizando sofisticadas técnicas de manipulação de linguagem a câmara ontem aprovou os PLs 1444/2020 e 1552/2020 que legalizam o aborto até 22 semanas no Brasil. Para enganar a população a palavra aborto foi eliminada do projeto e substituida “atendimento integral à mulher” e “atenção humanizada”. porém basta irmos no site do Conselho Nacional de Secretarias Municipais de Saúde e descobrir o que esses termos significam, vejamos:",1
